order_id,order_datetime,customer_id,category,product,unit_price,quantity,country,payment_method,is_refunded
ORD-107205,16/03/2024,CUST-11309,Home & Kitchen,Air Fryer,46.09,1,DE,,false
ORD-121963,2024-12-02,CUST-08596,Toys,Building Blocks,59.27,4,CA,paypal,false
ORD-142226,2024-06-21,CUST-03036,Fashion,Cotton T-Shirt,115.07,1,NZ,paypal,false
ORD-119021,2025-08-20,CUST-08740,Electronics,4K Webcam,156.58,2,US,apple_pay,false
ORD-130468,2025-12-27,CUST-04626,Sports,Cycling Gloves,36.72,4,SG,bank_transfer,false
ORD-123818,2025-03-14,CUST-09920,Fashion,Running Shoes,77.44,2,US,paypal,false
ORD-121855,21/11/2024,CUST-10527,Books,Deep Work,32.47,1,GB,card,false
ORD-115449,2024-11-26,CUST-07055,Books,Deep Work,36.63,1,GB,apple_pay,false
ORD-119467,2025-10-19,CUST-01174,Grocery,Olive Oil,19.25,1,DE,bank_transfer,false
ORD-128923,2024-07-14,CUST-01277,Sports,Water Bottle,52.31,4,DE,apple_pay,false
ORD-131297,2025-12-11,CUST-08118,Home & Kitchen,Knife Set,86.54,1,NZ,card,false
ORD-104909,2025-06-27,CUST-01311,Books,Atomic Habits,18.17,2,DE,card,false
ORD-105049,2024-11-04,CUST-00279,Grocery,Green Tea,30.95,1,NZ,bank_transfer,false
ORD-104209,2025-12-16,CUST-09924,Electronics,USB-C Charger,75.68,1,CA,apple_pay,false
ORD-124555,2024-02-05,CUST-01246,Sports,Resistance Bands,55.22,1,SG,card,false
ORD-113405,2025-08-06,CUST-01063,Grocery,Olive Oil,37.93,1,SG,bank_transfer,false
ORD-119020,2024-07-20,CUST-01431,Home & Kitchen,Storage Boxes,65.87,4,,card,false
ORD-110561,2025-01-02,CUST-11042,Grocery,Green Tea,19.96,1,SG,bank_transfer,false
ORD-102433,15/02/2024,CUST-08250,Toys,Plush Bear,43.92,1,IN,bank_transfer,false
ORD-135693,04/04/2025,CUST-06797,Beauty,Nail Kit,21.62,3,GB,bank_transfer,false
ORD-130758,2025-06-22,CUST-06300,Books,The Pragmatic Programmer,42.18,1,IN,apple_pay,false
ORD-117044,14/06/2024,CUST-07460,Electronics,Wireless Earbuds,176.18,2,DE,paypal,false
ORD-132126,03 Dec 2025,CUST-07028,Sports,Dumbbell Set,62.81,2,CA,card,false
ORD-120125,2025-07-09,CUST-06994,Sports,Yoga Mat,100.72,1,NZ,card,false
ORD-144027,2024-04-14,CUST-04473,Electronics,Mechanical Keyboard,218.06,2,NZ,paypal,false
ORD-109947,2024-07-24,CUST-01008,Toys,Plush Bear,55.62,3,CA,bank_transfer,false
ORD-102269,14/01/2025,CUST-03568,Home & Kitchen,Cast Iron Pan,75.47,3,SG,bank_transfer,false
ORD-139639,14 Feb 2025,CUST-08218,Beauty,Lip Balm,12.09,10,SG,apple_pay,false
ORD-127853,2025-11-21,CUST-04642,Fashion,Wool Socks,51.14,1,CA,paypal,false
ORD-148725,2024-03-25,CUST-06010,Sports,Water Bottle,137.19,1,NZ,card,false
ORD-113587,13/05/2024,CUST-05655,Home & Kitchen,Air Fryer,61.07,2,CA,bank_transfer,false
ORD-129028,2025-09-13,CUST-10867,Sports,Cycling Gloves,35.63,10,GB,apple_pay,false
ORD-146714,01 Jul 2024,CUST-08784,Electronics,Wireless Earbuds,112.21,2,SG,card,false
ORD-113494,2024-11-20,CUST-08080,Sports,Cycling Gloves,94.06,1,NZ,card,false
ORD-131822,06/11/2025,CUST-01579,Books,Sapiens,15.73,2,AU,apple_pay,false
ORD-115206,11 Mar 2025,CUST-11436,Books,Sapiens,16.73,1,GB,apple_pay,false
ORD-147998,15 Feb 2024,CUST-11108, Toys ,Board Game,32.95,1,GB,bank_transfer,false
ORD-148942,2025-11-03,CUST-01752,Electronics,Bluetooth Speaker,53.97,2,CA,bank_transfer,false
ORD-133420,05 Jan 2024,CUST-07765,Sports,Dumbbell Set,94.1,1,NZ,card,false
ORD-133208,2024-01-14,CUST-03767,Books,Atomic Habits,14.81,2,US,bank_transfer,false
ORD-120967,2024-01-20,CUST-04316,Fashion,Cotton T-Shirt,43.95,1,DE,card,false
ORD-148586,2024-08-01,CUST-09742,Sports,Water Bottle,98.08,3,CA,paypal,false
ORD-131660,27 Sep 2024,CUST-00106,Home & Kitchen,Knife Set,70.93,1,IN,paypal,false
ORD-100824,15/06/2024,CUST-01972,Grocery,Pasta Pack,17.77,1,US,paypal,false
ORD-149998,2024-12-20,CUST-07503,Toys,Board Game,34.54,1,DE,card,true
ORD-101159,2025-11-18,CUST-03811,Beauty,Nail Kit,8.61,2,CA,apple_pay,false
ORD-134561,27 Jul 2024,CUST-05424,Books,The Pragmatic Programmer,21.31,2,AU,bank_transfer,false
ORD-138548,2025-11-05,CUST-08263,Sports,Resistance Bands,22.52,2,AU,card,false
ORD-110016,2024-02-26,CUST-05793,Sports,Dumbbell Set,69.71,2,SG,card,false
ORD-105924,2025-11-10,CUST-08934,Beauty,Face Mask,10.4,1,US,apple_pay,false
ORD-137376,2025-10-15,CUST-11193,Sports,Water Bottle,137.94,1,AU,bank_transfer,false
ORD-121549,22/10/2024,CUST-02940,Books,Sapiens,22.76,1,AU,bank_transfer,false
ORD-132039,01/03/2025,CUST-09969,Home & Kitchen,Air Fryer,22.59,2,SG,paypal,false
ORD-106707,16/02/2024,CUST-01945,Beauty,Lip Balm,50.0,5,US,apple_pay,false
ORD-107597,07 Sep 2025,CUST-03722,Beauty,Lip Balm,50.7,1,CA,paypal,false
ORD-107339,2025-02-18,CUST-06307,Grocery,Pasta Pack,26.76,1,US,card,false
ORD-148340,2024-12-30,CUST-04876,Fashion,Running Shoes,21.85,1,GB,bank_transfer,false
ORD-132376,2025-01-20,CUST-01774,Beauty,Vitamin C Serum,24.68,1,US,paypal,false
ORD-120122,2025-12-07,CUST-08661,Books,Data Science Handbook,39.73,1,DE,bank_transfer,false
ORD-100769,2024-01-09,CUST-07791,Books,The Pragmatic Programmer,13.17,2,AU,apple_pay,false
ORD-135633,2025-04-05,CUST-04798,Grocery,Green Tea,9.53,2,US,apple_pay,false
ORD-148108,2025-03-17,CUST-09355,Sports,Cycling Gloves,18.0,1,CA,card,false
ORD-126695,05/10/2025,CUST-06027,Grocery,Coffee Beans,19.67,1,SG,card,false
ORD-108345,06 May 2025,CUST-02705,Grocery,Green Tea,37.02,1,SG,bank_transfer,true
ORD-117033,2025-07-08,CUST-04030,Grocery,Green Tea,15.57,2,SG,apple_pay,false
ORD-147773,2025-02-05,CUST-11228,Books,Sapiens,33.67,1,NZ,paypal,false
ORD-134625,12/10/2025,CUST-06134,Beauty,Face Mask,29.96,3,AU,apple_pay,false
ORD-131650,2024-02-17,CUST-03654,Electronics,Bluetooth Speaker,195.03,1,AU,paypal,false
ORD-106949,2024-06-21,CUST-02675,Toys,Building Blocks,33.4,1,NZ,paypal,false
ORD-105830,2024-02-20,CUST-05002,Sports,Resistance Bands,82.09,1,SG,card,false
ORD-128453,2024-10-03,CUST-08622,Toys,Building Blocks,44.54,1,DE,apple_pay,false
ORD-116889,26/01/2024,CUST-00650,Sports,Yoga Mat,47.54,1,SG,apple_pay,false
ORD-100711,2025-06-17,CUST-09060,Toys,Puzzle 1000pc,64.61,1,SG,apple_pay,false
ORD-137900,2024-10-08,CUST-10012,Fashion,Cotton T-Shirt,83.62,4,NZ,apple_pay,false
ORD-128711,2025-10-22,CUST-00863,Fashion,Denim Jacket,112.73,1,US,card,false
ORD-133198,2025-11-04,CUST-02332,Books,The Pragmatic Programmer,12.39,1,AU,bank_transfer,false
ORD-141144,2025-02-09,CUST-02522,Home & Kitchen,Cast Iron Pan,86.0,3,GB,card,false
ORD-146436,02/08/2025,CUST-03719,Sports,Yoga Mat,130.14,2,SG,,false
ORD-143580,2025-01-08,CUST-10161,Home & Kitchen,Cast Iron Pan,155.17,1,CA,apple_pay,false
ORD-125575,2025-07-22,CUST-06514,Fashion,Wool Socks,96.2,1,CA,apple_pay,false
ORD-136621,2025-11-23,CUST-05339,Books,Atomic Habits,13.38,3,SG,paypal,false
ORD-125061,2025-11-23,CUST-02997,Fashion,Running Shoes,119.01,2,AU,card,false
ORD-137508,04/01/2024,CUST-11447,Toys,Plush Bear,35.12,1,AU,card,false
ORD-116580,12/01/2025,CUST-00338,Sports,Yoga Mat,113.84,1,DE,apple_pay,false
ORD-144536,2024-12-10,CUST-04299,Books,The Pragmatic Programmer,41.73,5,DE,bank_transfer,false
ORD-142382,2024-11-09,CUST-07583,Grocery,Dark Chocolate,30.21,1,IN,card,false
ORD-145728,21/03/2024,CUST-05096,Beauty,Lip Balm,63.23,1,NZ,bank_transfer,false
ORD-105333,06 May 2025,CUST-01920,Home & Kitchen,Storage Boxes,71.63,1,SG,,false
ORD-146683,2025-10-28,CUST-07365,Electronics,4K Webcam,206.42,4,IN,,false
ORD-109872,2025-03-02,CUST-02180,Beauty,Vitamin C Serum,25.24,1,,paypal,false
ORD-111258,31/07/2024,CUST-11319,Electronics,USB-C Charger,188.92,2,,apple_pay,false
ORD-125913,2024-08-30,CUST-05352,Beauty,Face Mask,70.98,3,NZ,paypal,false
ORD-133835,23 Dec 2024,CUST-05431,Beauty,Lip Balm,16.97,2,IN,bank_transfer,false
ORD-132301,2024-11-01,CUST-02967,Fashion,Leather Belt,41.7,3,DE,card,false
ORD-108806,2024-02-09,CUST-00228,Grocery,Olive Oil,25.89,1,CA,bank_transfer,false
ORD-125906,2025-10-08,CUST-02958,Electronics,Mechanical Keyboard,58.49,2,DE,card,false
ORD-126052,2025-02-22,CUST-05881,Sports,Yoga Mat,45.45,2,DE,bank_transfer,false
ORD-127281,2025-05-08,CUST-07409,Fashion,Denim Jacket,23.51,3,IN,apple_pay,false
ORD-113252,2024-07-07,CUST-00952,Beauty,Hair Dryer,43.48,1,CA,,false
ORD-125162,2025-10-07,CUST-00683,Electronics,Wireless Earbuds,-104.18,1,AU,card,false
ORD-134603,2025-09-28,CUST-06386,Sports,Dumbbell Set,70.77,1,CA,card,false
ORD-112817,2024-01-28,CUST-11225,Fashion,Denim Jacket,114.24,10,AU,apple_pay,false
ORD-123122,13/09/2025,CUST-02681,Toys,Board Game,63.74,2,CA,bank_transfer,false
ORD-124646,2024-07-31,CUST-08527,Electronics,USB-C Charger,87.18,1,US,paypal,false
ORD-129213,2024-02-24,CUST-04384,Sports,Water Bottle,47.23,2,CA,apple_pay,false
ORD-126865,2025-11-11,CUST-06591,Fashion,Running Shoes,112.89,2,NZ,apple_pay,false
ORD-125648,2025-04-01,CUST-03673,Beauty,Lip Balm,34.38,10,DE,,false
ORD-139222,07/09/2024,CUST-04122,Grocery,Dark Chocolate,23.38,1,US,card,false
ORD-127676,10/02/2024,CUST-01495,Books,The Pragmatic Programmer,33.94,1,GB,bank_transfer,false
ORD-136524,2025-02-09,CUST-05345,Grocery,Pasta Pack,27.06,1,AU,paypal,false
ORD-125891,2024-08-03,CUST-06344,Grocery,Pasta Pack,9.3,1,GB,bank_transfer,false
ORD-144290,10/05/2024,CUST-11939,Beauty,Nail Kit,24.34,1,AU,apple_pay,false
ORD-100105,2025-01-05,CUST-09294,Beauty,Hair Dryer,43.48,2,SG,card,true
ORD-134105,2024-12-17,CUST-03744,Toys,Plush Bear,20.88,2,IN,card,false
ORD-131121,2025-04-13,CUST-11718,Beauty,Hair Dryer,66.54,1,CA,paypal,false
ORD-124686,2024-03-10,CUST-10260,Home & Kitchen,Air Fryer,176.32,1,DE,bank_transfer,false
ORD-137487,23 Jun 2025,CUST-09182,Books,Atomic Habits,39.4,1,AU,bank_transfer,true
ORD-122285,2025-03-01,CUST-03882,Toys,Building Blocks,75.11,4,GB,apple_pay,false
ORD-133705,2025-03-26,CUST-03858,Books,Sapiens,14.81,1,AU,bank_transfer,false
ORD-145290,08/11/2024,CUST-09042,Books,The Pragmatic Programmer,14.81,4,AU,card,false
ORD-135596,11/01/2024,CUST-03972,Books,Deep Work,27.96,2,IN,card,false
ORD-117504,01/11/2024,CUST-06639,Fashion,Wool Socks,26.15,1,AU,card,false
ORD-113679,03 Apr 2024,CUST-02841,Electronics,Mechanical Keyboard,218.46,2,CA,apple_pay,false
ORD-105455,2024-11-26,CUST-06223,Beauty,Vitamin C Serum,19.6,1,SG,apple_pay,false
ORD-118169,20/06/2025,CUST-06423,Books,Data Science Handbook,23.66,1,NZ,paypal,false
ORD-127625,2025-10-31,CUST-08863,Books,The Pragmatic Programmer,18.56,1,US,apple_pay,false
ORD-119162,2025-01-05,CUST-02622,Beauty,Lip Balm,19.96,1,US,apple_pay,false
ORD-126906,09/12/2025,CUST-07113,Electronics,Mechanical Keyboard,119.76,1,NZ,bank_transfer,false
ORD-141488,2025-04-09,CUST-09238,Toys,Puzzle 1000pc,46.09,1,CA,paypal,false
ORD-129456,30/07/2024,CUST-07753,Sports,Resistance Bands,106.18,1,GB,apple_pay,true
ORD-140197,13 Mar 2024,CUST-01897,Beauty,Hair Dryer,19.27,1,CA,card,false
ORD-110456,30 Nov 2025,CUST-10112,Toys,RC Car,85.47,1,AU,apple_pay,false
ORD-141109,2024-02-16,CUST-11252,Beauty,Face Mask,71.78,1,IN,card,false
ORD-123431,19 Oct 2025,CUST-00090,Grocery,Olive Oil,9.18,1,AU,bank_transfer,false
ORD-100591,16 Oct 2025,CUST-11592,Beauty,Face Mask,49.42,1,GB,paypal,false
ORD-108243,2025-01-23,CUST-05115,Toys,Building Blocks,45.07,10,US,bank_transfer,false
ORD-146367,24/04/2024,CUST-03420,Home & Kitchen,Knife Set,45.14,4,CA,bank_transfer,false
ORD-118247,2025-06-19,CUST-10873,Home & Kitchen,Cast Iron Pan,132.94,1,SG,card,false
ORD-101986,2025-02-26,CUST-00880,Toys,Building Blocks,29.94,1,SG,bank_transfer,false
ORD-107803,08 May 2024,CUST-03197,Books,The Pragmatic Programmer,18.97,1,DE,bank_transfer,false
ORD-102531,27/05/2025,CUST-01201,Books,Deep Work,13.8,10,DE,paypal,false
ORD-110555,2024-08-26,CUST-11698,Fashion,Leather Belt,81.69,1,SG,apple_pay,false
ORD-138245,2024-10-14,CUST-00226,Grocery,Coffee Beans,24.71,1,GB,apple_pay,false
ORD-122649,2024-11-21,CUST-07244,Beauty,Nail Kit,26.05,2,DE,bank_transfer,false
ORD-139505,26 Jul 2025,CUST-04536,Electronics,USB-C Charger,24.71,10,DE,bank_transfer,false
ORD-103930,2024-01-11,CUST-00604,Toys,Board Game,12.15,1,US,paypal,false
ORD-101481,19 Oct 2025,CUST-04758,Electronics,4K Webcam,159.69,1,CA,bank_transfer,false
ORD-102394,2024-04-16,CUST-03186,Books,The Pragmatic Programmer,17.21,10,DE,card,false
ORD-103274,06/11/2024,CUST-09321,Electronics,4K Webcam,42.93,1,SG,bank_transfer,false
ORD-137129,28/09/2025,CUST-02685,Grocery,Olive Oil,13.81,1,,paypal,false
ORD-134010,2024-12-21,CUST-00447,Books,Data Science Handbook,14.84,2,AU,apple_pay,false
ORD-113798,2024-02-02,CUST-00682,Home & Kitchen,Knife Set,93.42,1,DE,card,false
ORD-123421,2025-11-27,CUST-09507,Home & Kitchen,Cast Iron Pan,143.18,1,CA,apple_pay,false
ORD-107157,2025-05-13,CUST-02455,Home & Kitchen,Coffee Grinder,137.94,2,GB,apple_pay,false
ORD-120108,2024-06-26,CUST-01254,Fashion,Wool Socks,32.54,3,AU,paypal,false
ORD-126989,25 Oct 2025,CUST-10856,Fashion,Leather Belt,15.85,5,CA,card,false
ORD-118334,2024-10-07,CUST-07475,Fashion,Cotton T-Shirt,45.51,1,DE,paypal,false
ORD-126396,2025-05-09,CUST-10087,Electronics,USB-C Charger,208.78,4,NZ,card,false
ORD-107419,30/10/2024,CUST-08287,Fashion,Wool Socks,66.83,3,CA,paypal,false
ORD-104522,10 Jan 2025,CUST-10594,Grocery,Dark Chocolate,15.11,1,IN,apple_pay,false
ORD-124946,2025-02-23,CUST-05595,Beauty,Nail Kit,68.2,3,IN,paypal,false
ORD-119423,2025-06-11,CUST-06107,Electronics,4K Webcam,27.18,10,GB,card,false
ORD-110234,2024-10-16,CUST-06287,Fashion,Leather Belt,93.22,2,US,paypal,false
ORD-143139,2024-09-19,CUST-02022,Sports,Resistance Bands,65.66,1,AU,card,false
ORD-125746,2024-04-22,CUST-05197,Toys,Building Blocks,60.83,2,AU,bank_transfer,false
ORD-105261,15/11/2024,CUST-02013,Grocery,Green Tea,34.03,1,CA,paypal,false
ORD-113844,2025-09-11,CUST-07460,Electronics,USB-C Charger,27.17,1,IN,card,false
ORD-110771,20/10/2024,CUST-01667,Fashion,Leather Belt,85.62,1,CA,paypal,false
ORD-117077,2025-08-20,CUST-09141,Fashion,Running Shoes,85.4,4,SG,apple_pay,false
ORD-103696,2025-06-12,CUST-08603,Books,Atomic Habits,16.42,1,DE,card,false
ORD-115627,2025-05-16,CUST-09743,Sports,Cycling Gloves,88.19,1,GB,card,false
ORD-143184,2025-11-19,CUST-08254,Beauty,Vitamin C Serum,44.15,1,US,card,true
ORD-132421,04/09/2024,CUST-00754,Fashion,Running Shoes,28.05,2,NZ,paypal,false
ORD-117260,2024-04-18,CUST-02406,Books,Data Science Handbook,41.4,1,US,apple_pay,false
ORD-144452,25/02/2025,CUST-03479,Books,Deep Work,15.69,1,DE,card,false
ORD-101196,2025-11-13,CUST-07172,Books,Data Science Handbook,23.03,2,DE,card,false
ORD-105347,2025-01-24,CUST-07927,Electronics,4K Webcam,120.54,10,AU,card,true
ORD-114827,14/08/2025,CUST-02531,Fashion,Denim Jacket,68.7,2,DE,bank_transfer,false
ORD-146278,15/11/2024,CUST-05975,Fashion,Cotton T-Shirt,37.35,1,GB,card,false
ORD-122864,2024-07-19,CUST-03493,Home & Kitchen,Coffee Grinder,29.52,1,AU,card,true
ORD-138244,2024-04-07,CUST-00602,Electronics,Wireless Earbuds,176.05,1,IN,apple_pay,false
ORD-137306,2024-12-29,CUST-07594,Electronics,Bluetooth Speaker,51.23,250,SG,bank_transfer,false
ORD-142926,06/12/2025,CUST-10255,Toys,Puzzle 1000pc,39.58,1,,card,false
ORD-101012,25/07/2024,CUST-02391,Books,Atomic Habits,34.8,3,NZ,bank_transfer,false
ORD-149168,13/06/2025,CUST-02723, Books ,Sapiens,18.88,1,DE,paypal,false
ORD-106843,2024-03-03,CUST-02608,Electronics,USB-C Charger,188.11,2,NZ,card,false
ORD-108622,17/10/2025,CUST-11376,Toys,Plush Bear,87.38,1,AU,bank_transfer,false
ORD-131448,2024-10-16,CUST-06886,Sports,Water Bottle,123.26,1,GB,paypal,false
ORD-137148,2025-10-25,CUST-00161,Electronics,Mechanical Keyboard,107.59,3,AU,bank_transfer,false
ORD-109264,2024-07-04,CUST-06565,Fashion,Wool Socks,93.44,3,,card,false
ORD-141827,2024-05-01,CUST-08400,Sports,Water Bottle,71.9,3,SG,apple_pay,false
ORD-139040,2025-06-09,CUST-06468,Beauty,Face Mask,63.29,3,CA,paypal,false
ORD-114371,2024-12-04,CUST-08202,Beauty,Hair Dryer,74.31,1,IN,card,false
ORD-130730,22 Sep 2025,CUST-06044,Books,Sapiens,42.38,1,GB,bank_transfer,true
ORD-104709,2025-11-09,CUST-02768,Grocery,Green Tea,8.1,5,US,card,false
ORD-143485,2025-09-29,CUST-06704,Electronics,USB-C Charger,47.66,2,DE,paypal,true
ORD-138575,2024-11-01,CUST-02745,Toys,Board Game,71.62,1,NZ,apple_pay,false
ORD-128974,2024-11-13,CUST-10163,Electronics,Bluetooth Speaker,159.16,10,NZ,card,false
ORD-130614,14 Oct 2024,CUST-03797,Grocery,Dark Chocolate,36.32,2,CA,bank_transfer,false
ORD-136613,17/05/2024,CUST-02892,Sports,Yoga Mat,42.13,1,SG,card,false
ORD-111876,2025-07-25,CUST-07394,Sports,Cycling Gloves,111.93,1,CA,paypal,false
ORD-142179,2024-03-04,CUST-03871,Grocery,Coffee Beans,37.41,1,IN,apple_pay,false
ORD-123200,11 Dec 2025,CUST-08037,Home & Kitchen,Storage Boxes,170.79,1,NZ,card,false
ORD-135503,2025-03-12,CUST-09748,Grocery,Pasta Pack,22.59,2,AU,bank_transfer,false
ORD-123109,2025-11-30,CUST-06443,Books,The Pragmatic Programmer,12.51,1,US,apple_pay,false
ORD-101150,2024-01-26,CUST-10672,Fashion,Wool Socks,117.35,2,CA,,false
ORD-113088,2024-09-15,CUST-01371,Fashion,Denim Jacket,84.45,3,CA,apple_pay,false
ORD-103119,2025-05-20,CUST-03044,Toys,Plush Bear,49.75,1,DE,paypal,false
ORD-127776,2024-11-15,CUST-00387,Sports,Cycling Gloves,139.05,1,NZ,bank_transfer,false
ORD-130571,2025-12-17,CUST-05094,Electronics,USB-C Charger,218.66,1,DE,apple_pay,false
ORD-110544,2025-02-04,CUST-00131,Toys,Building Blocks,42.73,1,NZ,paypal,false
ORD-146948,2024-11-19,CUST-08045,Beauty,Hair Dryer,48.69,1,AU,apple_pay,false
ORD-140393,2024-04-12,CUST-06548,Grocery,Dark Chocolate,10.66,3,CA,card,false
ORD-145010,2025-02-15,CUST-06028,Books,The Pragmatic Programmer,32.25,3,GB,bank_transfer,false
ORD-119611,2025-11-04,CUST-00520,Beauty,Lip Balm,24.22,2,SG,card,false
ORD-112284,2025-11-18,CUST-11794,electronics,4K Webcam,205.23,2,CA,bank_transfer,false
ORD-144091,25/06/2024,CUST-11348,Home & Kitchen,Knife Set,159.71,1,DE,bank_transfer,false
ORD-125552,2024-05-01,CUST-01551,Home & Kitchen,Knife Set,77.32,1,NZ,card,false
ORD-141027,18 Aug 2025,CUST-08277,Books,Data Science Handbook,10.79,1,,apple_pay,false
ORD-134542,2024-04-16,CUST-04654,Sports,Resistance Bands,103.11,1,DE,bank_transfer,false
ORD-116919,28/06/2024,CUST-09974,Fashion,Wool Socks,66.94,1,IN,card,true
ORD-146847,2025-06-11,CUST-10950, Beauty ,Face Mask,16.69,1,SG,paypal,false
ORD-146551,16/12/2024,CUST-01826,Sports,Cycling Gloves,139.37,2,SG,card,false
ORD-118173,2024-10-26,CUST-09940,Books,Deep Work,11.98,1,NZ,card,false
ORD-136943,2025-05-18,CUST-01534,Sports,Yoga Mat,75.38,3,US,apple_pay,false
ORD-123708,2025-06-11,CUST-06817,Beauty,Vitamin C Serum,53.79,1,DE,apple_pay,false
ORD-135068,2025-06-25,CUST-07795,Books,Sapiens,8.22,1,GB,card,false
ORD-140960,2025-08-31,CUST-03983,Electronics,Mechanical Keyboard,202.55,1,NZ,apple_pay,false
ORD-123011,2024-12-08,CUST-03838,Books,Atomic Habits,29.61,10,NZ,apple_pay,true
ORD-149706,10/09/2025,CUST-02205,Beauty,Face Mask,19.84,1,DE,paypal,false
ORD-107701,29 Oct 2025,CUST-06297,Books,Atomic Habits,20.96,2,IN,paypal,false
ORD-122602,31/05/2025,CUST-01101,Home & Kitchen,Cast Iron Pan,130.01,3,NZ,bank_transfer,false
ORD-121581,2024-07-26,CUST-07338,Fashion,Cotton T-Shirt,63.58,1,DE,bank_transfer,false
ORD-104603,2024-07-22,CUST-09554,Home & Kitchen,Knife Set,80.08,1,DE,bank_transfer,false
ORD-122196,2024-08-29,CUST-07807,Grocery,Dark Chocolate,3.86,1,SG,paypal,false
ORD-121603,2025-09-13,CUST-09571,Grocery,Coffee Beans,12.82,1,NZ,card,true
ORD-134663,2024-11-12,CUST-03124,Sports,Resistance Bands,71.65,3,SG,card,true
ORD-118541,2024-05-04,CUST-01640,Books,Sapiens,37.6,1,DE,paypal,false
ORD-106524,2025-04-30,CUST-09307,Sports,Yoga Mat,102.94,2,US,apple_pay,false
ORD-100924,09/03/2025,CUST-06109,Electronics,Wireless Earbuds,237.49,5,GB,card,false
ORD-103895,03/03/2025,CUST-10569,Grocery,Pasta Pack,446.07,5,DE,paypal,false
ORD-134388,2024-03-06,CUST-01393,Electronics,USB-C Charger,184.27,5,IN,bank_transfer,false
ORD-121230,2025-01-29,CUST-06353,Beauty,Vitamin C Serum,55.98,1,DE,apple_pay,true
ORD-124306,29/12/2025,CUST-03964,Electronics,Mechanical Keyboard,84.3,1,DE,apple_pay,false
ORD-117326,04 Jan 2024,CUST-09196,Books,Deep Work,13.99,1,NZ,bank_transfer,false
ORD-131296,2024-02-16,CUST-01792,Books,Deep Work,24.39,1,IN,paypal,false
ORD-103260,2025-06-23,CUST-09593,FASHION,Denim Jacket,14.82,3,NZ,apple_pay,false
ORD-145017,2024-06-21,CUST-02029,Electronics,Wireless Earbuds,99.79,1,CA,apple_pay,false
ORD-111014,05/05/2024,CUST-11002,Books,Atomic Habits,30.16,2,US,paypal,false
ORD-135628,2025-11-04,CUST-11113,Fashion,Running Shoes,81.86,2,DE,apple_pay,false
ORD-129846,19 Feb 2024,CUST-09043,Electronics,Bluetooth Speaker,174.58,1,IN,paypal,false
ORD-137341,13/09/2024,CUST-11558,Grocery,Dark Chocolate,14.01,1,DE,bank_transfer,false
ORD-104787,2025-07-31,CUST-04899,Home & Kitchen,Coffee Grinder,40.66,1,US,bank_transfer,false
ORD-139348,2025-09-17,CUST-04746,Grocery,Coffee Beans,3.72,1,IN,card,false
ORD-120082,2025-08-26,CUST-11593,Toys,RC Car,70.76,2,DE,card,false
ORD-147055,2025-09-09,CUST-05824,Books,Sapiens,44.92,2,,card,false
ORD-113018,2024-02-27,CUST-11763,Home & Kitchen,Air Fryer,141.8,3,NZ,card,false
ORD-131151,15/08/2025,CUST-09712,Grocery,Olive Oil,21.83,2,AU,card,false
ORD-111616,2025-12-07,CUST-05809,Books,Data Science Handbook,20.85,2,DE,apple_pay,false
ORD-128264,24/06/2025,CUST-09573,Books,Atomic Habits,36.85,1,AU,apple_pay,false
ORD-124357,2025-09-10,CUST-02112,Electronics,Mechanical Keyboard,22.47,2,IN,apple_pay,false
ORD-111632,31/03/2025,CUST-01570,Beauty,Lip Balm,50.94,2,IN,bank_transfer,false
ORD-112274,2025-03-12,CUST-02464,Grocery,Olive Oil,18.7,5,DE,paypal,false
ORD-130587,2024-02-03,CUST-09184,Books,The Pragmatic Programmer,25.82,1,NZ,paypal,false
ORD-128709,2025-06-05,CUST-07700,Fashion,Running Shoes,81.22,10,DE,bank_transfer,false
ORD-132220,2024-02-15,CUST-08722,Grocery,Pasta Pack,14.82,2,DE,apple_pay,false
ORD-112553,2024-06-07,CUST-02079,Books,Deep Work,25.25,2,CA,card,false
ORD-111909,23/12/2024,CUST-10149,Sports,Yoga Mat,40.36,3,AU,paypal,false
ORD-125933,27/03/2025,CUST-04021,Toys,Puzzle 1000pc,8.17,1,SG,card,false
ORD-124281,2025-02-08,CUST-11919,Sports,Yoga Mat,111.08,2,CA,card,false
ORD-138111,2025-06-21,CUST-10740,Grocery,Green Tea,15.59,2,,card,false
ORD-133649,27/12/2024,CUST-01778,Fashion,Running Shoes,119.11,2,SG,card,false
ORD-114719,2024-12-26,CUST-07880,Home & Kitchen,Cast Iron Pan,111.66,1,DE,paypal,false
ORD-145887,2025-09-23,CUST-01573,Sports,Cycling Gloves,42.36,2,IN,bank_transfer,false
ORD-146721,2025-07-20,CUST-03562,Books,Deep Work,11.02,2,CA,bank_transfer,true
ORD-117830,30/04/2025,CUST-04556,Electronics,4K Webcam,39.19,10,CA,card,false
ORD-145562,2025-01-02,CUST-09542,Beauty,Hair Dryer,11.9,2,AU,paypal,false
ORD-137572,2024-03-11,CUST-04841,Sports,Cycling Gloves,89.05,1,SG,bank_transfer,false
ORD-132247,2025-02-15,CUST-08458,Sports,Water Bottle,10.8,1,SG,apple_pay,false
ORD-112137,2024-08-25,CUST-10033,Home & Kitchen,Cast Iron Pan,116.18,2,GB,paypal,false
ORD-127045,2025-03-18,CUST-11973,Electronics,Wireless Earbuds,76.66,1,SG,card,false
